What's all this about?~|~translationMissing
Martin Holt~|~translationMissing
Ah, hello and welcome. I'm Martin Holt, leader of Kourend's Royal Society. This is our little protest against the Kourend Council.~|~translationMissing
Pleased to meet you, I'm [player name]. So, what's wrong with the Council?~|~translationMissing
Now there's a question! I have a better one. What's right with the Council?~|~translationMissing
I bet you didn't know that the Council was originally only temporary. After the last King died, they were only supposed to rule until his daughter came of age.~|~translationMissing
However, according to the Council, the King's daughter went mad. Such a wonderful convenience for them of course. With her out of the picture, the Council became permanent.~|~translationMissing
Interesting. What else don't you like about the Council?~|~translationMissing
Democracy! That's meant to be the big thing for the Council. Funny thing is, although they're meant to be elected by the people, the same four people have won every single election. Little odd, no?~|~translationMissing
That is a bit suspicious, I suppose.~|~translationMissing
Oh my friend, suspicious is the dish of the day whenever the Council is around. And what I've just told you barely scratches the surface. Things have been getting even worse recently.~|~translationMissing
Start the quest A Kingdom Divided?~|~translationMissing
Yes.~|~translationMissing
How so?~|~translationMissing
Do you know of Councillor Sophia Hughes? Lovely lady. Spends her free time with the Disciples of Yama, a wonderful cult of Zamorakian demon summoners.~|~translationMissing
Councillor Hughes? I was the one who helped imprison her in the first place.~|~translationMissing
Ah, so you're the adventurer who's been cooking up a storm around here. Well you'll be pleased to know your hard work was all for nothing. Councillor Hughes has escaped. Lucky her.~|~translationMissing
Escaped? How?~|~translationMissing
Believe it or not, no one actually knows. The Council is trying to keep it all on the down low of course. Almost like they have something to hide.~|~translationMissing
That's quite the accusation. Do you have proof?~|~translationMissing
Oh, we will soon! Just you give it time. They'll slip up sooner or later.~|~translationMissing
Hmm... Rather than just waiting for that to happen, maybe I could investigate her escape.~|~translationMissing
What an interesting idea. I suppose you would be well placed to have a little nosey, considering your history with the Councillor. Though you'd need to get permission, of course.~|~translationMissing
How would I do that?~|~translationMissing
I hear the Kourend Royal Guard are leading the investigation. Commander Lydia Fullore is their leader. You'll find her in the castle.~|~translationMissing
I'll go speak to her.~|~translationMissing
Good luck friend. Your eyes are open now. Don't trust the Council.~|~translationMissing
No.~|~translationMissing
Well, I think I'll stay out of this one. Good luck with your protest.~|~translationMissing
As you wish, but you shouldn't be afraid to open your eyes. If you change your mind, we'll be here.~|~translationMissing
(End of dialogue)~|~translationMissing
Hey there. Remind me, where can I find Commander Fullore?~|~translationMissing
She'll be somewhere in the castle.~|~translationMissing
Thank you.~|~translationMissing
Hello. Who are you?~|~translationMissing
Commander Fullore~|~translationMissing
I'm Commander Lydia Fullore, leader of the Kourend Royal Guard.~|~translationMissing
Then you're just the person I'm looking for. I'm [player name]. I hear you're the one to talk to about the recent escape of Councillor Hughes.~|~translationMissing
Ah, let me guess, you've been talking to Martin Holt?~|~translationMissing
You know him?~|~translationMissing
Oh, I know him alright. Martin and I have quite the history.~|~translationMissing
Really? He didn't mention it.~|~translationMissing
He wouldn't. He has a very selective memory. I imagine he also didn't mention that he used to work for the Council that he hates so much.~|~translationMissing
No... that's not something that ever came up.~|~translationMissing
Well I imagine his Royal Society friends wouldn't make so much of him if they knew where his loyalties used to lie.~|~translationMissing
So I'm guessing you don't agree with his views on the Council.~|~translationMissing
Well I wouldn't be very good at my job if I did. Martin is always quick to point out the failings of the Council, but he conveniently forgets about all the good they've done.~|~translationMissing
Like?~|~translationMissing
You know that smell in Port Piscarilius?~|~translationMissing
It is a bit ripe there.~|~translationMissing
Imagine that but ten times worse. That's what it was like before the Council had a new sewage system installed. The entire kingdom is now cleaner and safer because of them.~|~translationMissing
Not only that, but without the Council, you wouldn't even be stood here. It was under them that trade with your lands to the east was established.~|~translationMissing
Without those trade routes, you would have no easy way of getting here.~|~translationMissing
I could go on, but I have more urgent things to attend to.~|~translationMissing
Like the escape of Councillor Hughes?~|~translationMissing
Well, since it's clearly no secret, yes. The former Councillor is a dangerous individual, so I want her back in a cell as soon as possible.~|~translationMissing
You know, I might be able to help you with that. In case you didn't know, I was the one who helped catch her in the first place.~|~translationMissing
So, this is what Martin has put you up to! Well, no thank you. The last thing I need is one of his people getting in the way.~|~translationMissing
I'm not one of his people! I barely know him. I'm just a willing adventurer who wants to help.~|~translationMissing
Think about it. However this investigation goes, you'll be seen as biased towards the Council. I'm a neutral third party with no ties to the Councillor or the protesters. I'm in an ideal position to help out here.~|~translationMissing
Hmm... you do have the experience. And I can't deny, the fact that you have the support of the protesters could be useful.~|~translationMissing
This whole situation with Councillor Hughes has caused enough civil unrest. We certainly don't need it to get any worse.~|~translationMissing
Alright, you can help. But for the duration of this investigation, you're working for me. What I say goes, is that clear?~|~translationMissing
Crystal clear. Where do we start?~|~translationMissing
Right now we don't have any leads on where Councillor Hughes might have gone. I'm heading over to her home to see if there's anything there that can help us. You should join me.~|~translationMissing
Let's get going.~|~translationMissing
A cutscene begins. The player and Commander Fullore approach Kingstown, and are stopped by Tomas Lawry and Captain Ginea.~|~translationMissing
Tomas Lawry~|~translationMissing
Commander Fullore! How wonderful to see you.~|~translationMissing
Tomas! What are you doing here?~|~translationMissing
Why, I'm here about Sophia Hughes of course! As the person who discovered her corruption in the first place, I was an obvious choice to lead the investigation into her disappearance.~|~translationMissing
But that wasn't you! I did all the work!~|~translationMissing
Ah, and hello again, my financially challenged friend! Of course, the capture of Sophia Hughes wouldn't have been possible without your minor contributions.~|~translationMissing
The Kourend Royal Guard are conducting the investigation, Tomas. Your presence is not needed.~|~translationMissing
Well, that's just the thing. Councillor Andrews was so impressed with my work, he put me in charge of this investigation.~|~translationMissing
That is not his call to make! I'm in charge of Council security. This investigation is mine to lead!~|~translationMissing
He is head of the Council. If he wants to make that call, he can.~|~translationMissing
Regardless...~|~translationMissing
Look, I can see you're very passionate, which is wonderful. Tell you what, as you're so eager, I'll allow you both to help me in my investigation.~|~translationMissing
Do join me inside when you're ready.~|~translationMissing
Captain Ginea. I'm guessing Lord Shayzien sent you.~|~translationMissing
Captain Ginea~|~translationMissing
He did. He's keen to see this Hughes business sorted quickly.~|~translationMissing
He's not alone there, but he doesn't need to worry. We have things under control.~|~translationMissing
Forgive me Commander, but it doesn't seem like you do. Hughes escaped from right under your nose, and now Councillor Andrews is putting his faith in Lawry over you.~|~translationMissing
While this may be Council business, Lord Shayzien is responsible for dealing with both internal and external threats. He wants to be sure that Hughes won't be an issue.~|~translationMissing
You have my word. She'll be back in a cell before the day is out.~|~translationMissing
I hope you're right. There's already a lot of doubt in the Council these days. It would be rather embarrassing for them if the Shayzien Army had to step in.~|~translationMissing
For someone who supports the Council so much, you don't seem very happy about Councillor Andrews' decision.~|~translationMissing
I can support the Council while not agreeing with every choice they make.~|~translationMissing
I feel like you're not totally being honest with me.~|~translationMissing
Would that be so wrong? I hardly know you.~|~translationMissing
Here's some advice for you~|~translationMissing
focus on the investigation. Leave the politics to the experts.~|~translationMissing
Fine. I guess we'd better get started.~|~translationMissing
Cutscene ends, and the player is now in front of Councillor Hughes' house.~|~translationMissing
Have a look around the house and see if you can find any hints on where Councillor Hughes might have gone. I'll ask around out here and see if anyone's seen anything suspicious.~|~translationMissing
Sounds good.~|~translationMissing
Good luck. Don't let Lawry get in your way.~|~translationMissing
I just need to do something first.~|~translationMissing
Okay, just let me know when you're ready to depart.~|~translationMissing
Are you ready to head over to Councillor Hughes' home?~|~translationMissing
(Same as above)~|~translationMissing
Hello again. I hope things are going well.~|~translationMissing
Not too bad thanks.~|~translationMissing
Well, keep up the good work. After all, it would be very awkward for our friends on the Council if you caught Sophia Hughes again.~|~translationMissing
