CRATE~|~translationMissing
CAVE_ENTRANCE~|~translationMissing
DOOR~|~translationMissing
DOOR_~|~translationMissing
BROKEN_MULTICANNON~|~translationMissing
DWARF_MULTICANNON~|~translationMissing
CANNON_BASE~|~translationMissing
CANNON_STAND~|~translationMissing
CANNON_BARRELS~|~translationMissing
LADDER~|~translationMissing
LADDER_~|~translationMissing
ROCK_PILE~|~translationMissing
MUD_PILE~|~translationMissing
RAILING~|~translationMissing
RAILING_~|~translationMissing
MYSTERIOUS_STATUE~|~translationMissing
SACKS~|~translationMissing
CLOCK_SPINDLE~|~translationMissing
CLOCK_SPINDLE_~|~translationMissing
LEVER~|~translationMissing
LEVER_~|~translationMissing
GATE~|~translationMissing
GATE_~|~translationMissing
FOOD_TROUGH~|~translationMissing
WALL_PIPE~|~translationMissing
FISHING_SPOT~|~translationMissing
WATER~|~translationMissing
FISHING_SPOT_~|~translationMissing
LOOSE_RAILING~|~translationMissing
STAIRS~|~translationMissing
STAIRS_~|~translationMissing
VINE~|~translationMissing
CHAOS_ALTAR~|~translationMissing
GIANT_CRYSTAL~|~translationMissing
CRATE_~|~translationMissing
BEEHIVE~|~translationMissing
GANGPLANK~|~translationMissing
GANGPLANK_~|~translationMissing
LARGE_DOOR~|~translationMissing
LARGE_DOOR_~|~translationMissing
CHEST~|~translationMissing
CHEST_~|~translationMissing
PRISON_GATE~|~translationMissing
PRISON_GATE_~|~translationMissing
LEVER_BRACKET~|~translationMissing
TRAPDOOR~|~translationMissing
CLOSED_CHEST~|~translationMissing
OPEN_CHEST~|~translationMissing
TRAPDOOR_~|~translationMissing
COOKING_RANGE~|~translationMissing
PARTY_BALLOON~|~translationMissing
PARTY_BALLOON_~|~translationMissing
COMPOST_HEAP~|~translationMissing
FOUNTAIN~|~translationMissing
ROCKS~|~translationMissing
BOOKCASE~|~translationMissing
BOOKCASE_~|~translationMissing
WALL~|~translationMissing
WALL_~|~translationMissing
STRANGE_MACHINE~|~translationMissing
STRANGE_MACHINE_~|~translationMissing
INCINERATOR~|~translationMissing
CLOSED_CHEST_~|~translationMissing
OPEN_CHEST_~|~translationMissing
GNOME_GLIDER~|~translationMissing
CRASHED_GLIDER~|~translationMissing
BLURBERRY_BAR~|~translationMissing
HOLLOWED_ROCK~|~translationMissing
LAMP~|~translationMissing
LAMP_~|~translationMissing
CANDLES~|~translationMissing
CANDLES_~|~translationMissing
CHANDELIER~|~translationMissing
ICE_LIGHT~|~translationMissing
SAIL~|~translationMissing
SAIL_~|~translationMissing
FIGUREHEAD~|~translationMissing
FIGUREHEAD_~|~translationMissing
PILE_OF_ROPE~|~translationMissing
SHIPS_LADDER~|~translationMissing
SHIPS_LADDER_~|~translationMissing
SHIPS_WHEEL~|~translationMissing
WINCH~|~translationMissing
ANCHOR~|~translationMissing
HOISTED_SAIL~|~translationMissing
HOISTED_SAIL_~|~translationMissing
PLOUGH~|~translationMissing
SCARECROW~|~translationMissing
HAY_BALES~|~translationMissing
HAY_BALES_~|~translationMissing
HAYSTACK~|~translationMissing
FOOD_TROUGH_~|~translationMissing
EGGS~|~translationMissing
COMPOST~|~translationMissing
HAY_BALE~|~translationMissing
BEEHIVE_~|~translationMissing
BROKEN_CART~|~translationMissing
CART~|~translationMissing
CART_~|~translationMissing
LOG_PILE~|~translationMissing
MUD_PATCH~|~translationMissing
MUDPILE~|~translationMissing
POTATO~|~translationMissing
WHEAT~|~translationMissing
BROKEN_CART_WHEEL~|~translationMissing
CABINET~|~translationMissing
CABINET_~|~translationMissing
DRAWERS~|~translationMissing
DRAWERS_~|~translationMissing
BOXES~|~translationMissing
BOXES_~|~translationMissing
BARREL~|~translationMissing
BARREL_~|~translationMissing
SACKS_~|~translationMissing
CUPBOARD~|~translationMissing
CUPBOARD_~|~translationMissing
LARGE_CUPBOARD~|~translationMissing
OPEN_CUPBOARD~|~translationMissing
LARGE_OPEN_CUPBOARD~|~translationMissing
DRESSER~|~translationMissing
HAT_STAND~|~translationMissing
BASKET~|~translationMissing
BASKET_~|~translationMissing
LARGE_URN~|~translationMissing
BOOKSHELVES~|~translationMissing
WARDROBE~|~translationMissing
WARDROBE_~|~translationMissing
FULL_FISHING_NET~|~translationMissing
POT~|~translationMissing
POTS~|~translationMissing
COFFIN~|~translationMissing
